TS Product Code,Product Brand Name,Part Name,Part Name Type,Supplier Copy,Toolstation Catalogue Copy,Toolstation Web Copy,Application Method,Colour Family,Colour Name,Content Volume,Coverage,Dilutable,Drying Time,Finish,Interior Or Exterior Use,Liquid Base,Recoat Time,Recommended Number Of Coats,Showerproof Ready,Substrate,Suitable For,Touch Dry
14181,Cuprinol,Cuprinol Garden Shades Exterior Paint 2.5L,Seagrass,,"These days it's not just plants that bring colour to the garden. Paint fences, sheds, ornaments and pots with Cuprinol Garden Shades to create a splash of colour or a subtle background for your borders. Garden Shades is a specially developed paint range suitable for use on multiple surfaces and works equally well on wood, stone, brick and terracotta.
 
 There's a wide range of colours available so you can mix and match shades for a stylish garden colour scheme that reflects your personality. The paint is easy to apply using a brush or spray, and special pigments give a rich shade without obscuring the natural grain of the wood. Apply a couple of coats, preferably on the same day, for best results. When used on smooth surfaces it dries to a matt finish.
 
 • Colour sheds, fences or other garden furniture
 • Six year protection for wood
 • Matt finish
 • Easy to apply with brush or spray
 • Special pigments ensure rich colour and natural grain still shows through
 • For best results apply 2 coats
 • Touch dry in one hour
 • Also apply to terracotta, brick, stone
 • Clean brushes with water","Bring more than just your plants to life by adding a splash of colour to your garden. With Cuprinol Garden Shades, you can easily paint fences, sheds, and even terracotta pots to create a stylish outdoor space that reflects your personality. This specially developed paint is designed for use on multiple surfaces including wood, stone, and brick.
 
 Application is straightforward with a brush or spray, and the special pigments ensure a rich, matt finish that enhances the natural grain of the wood. For the best results, apply two coats. The paint is water-based and touch-dry in just one hour, offering up to six years of weather protection for your garden wood.
 
 • Versatile use – suitable for wood, terracotta, brick, and stone
 • Long-lasting colour – provides six years of weather protection for wood
 • Rich matt finish – enhances the natural grain of the wood
 • Easy application – apply with a brush or spray for quick results
 • Quick-drying – touch dry in one hour for a faster job
 • Excellent coverage – up to 10m² per litre
 • Wide selection – available in a variety of colours and sizes",Brush;Spray,Green,Green,2.5 l,25m2 (10m2/L),No,4 hr,Matt,Exterior Use,Water,4 hr,2,No,Wood;Masonry,"Wood, terracotta, brick and stone such as fences, sheds, pots and outdoor furniture",1 hr
14498,Plastikote,Plastikote Quick Dry Primer Undercoat Spray Paint 400ml,Grey,,,"<lt/>p<gt/>A fast-drying acrylic primer from PlastiKote. This 400ml aerosol is so easy to apply - a simple spray is all it takes to provide a base layer for all types of paint coatings. Use it on a variety of surfaces including wood, metal, aluminium, plastics, glass and stone.<lt/>/p<gt/><lt/>p<gt/><lt/>br<gt/><lt/>/p<gt/><lt/>p<gt/>• 400ml aerosol spray for easy application<lt/>/p<gt/><lt/>p<gt/>• Coverage of up to 1.75m² per can<lt/>/p<gt/><lt/>p<gt/>• Quick-drying - touch-dry in just 15 minutes<lt/>/p<gt/><lt/>p<gt/>• Provides a base layer for all types of paint coatings<lt/>/p<gt/><lt/>p<gt/>• Can be used on a variety of surfaces<lt/>/p<gt/>",Spray,Grey,Grey,400 ml,1.75 m² (4.4m²/L),No,4 hr,Matt,Interior and Exterior,Solvent,2 hr,,No,Wood;Metal;Masonry,"Wood, metal, aluminium, glass, stone and
 various types of plastic",30 min
13883,Rustins,Rustins Quick Dry Door Oil,750ml,,"A water based quick drying door oil with low odour and a natural finish. Hard wearing and stain resistant, suited for all wooden door materials. Recoat time is 2-3 hours, touch dry in 30 minutes.",,,Clear,Clear,750 ml,,,,Satin,Interior Use,,,,,,,
14548,Dulux Trade,Dulux Trade High Gloss Paint,White 5L,,"• Tough durable finish
 • Excellent flow and opacity
 • Solvent based
 • Suitable for interior and exterior use",,Brush;Roller,White,White,5 l,90 m² (18m²/L),No,16 hr,Gloss,Interior and Exterior,Solvent,16 hr,2,No,Metal;Wood,"Wood and metal including window frames, door frames, doors, skirting boards, radiators",4 hr
14677,Zinsser,Zinsser Cover Stain Primer Paint,White 1L,,,"<lt/>p<gt/>Don't let any time go to waste when you're decorating indoor or outdoor surfaces. If you use this Zinsser Cover Stain primer-sealer, your new wood trim can be primed, sanded and top-coated all on the same day.<lt/>/p<gt/><lt/>p<gt/>Cover Stain will be touch-dry in 35 minutes, and recoatable in two hours - this fast-acting primer will help you get the job done quicker, saving you time and money. A generous coverage of up to 9.8m² per litre ensures each tin goes a long way, and it can be used under any solvent-based or water-based topcoat.<lt/>/p<gt/><lt/>p<gt/>On interior surfaces, the quick-drying Cover Stain has great hiding power and permanently seals stains of all kinds - you can be confident your topcoats will be blemish-free. It is especially effective on nicotine and water stains.<lt/>/p<gt/><lt/>p<gt/>Outdoors, Cover Stain's unique formulation delivers full penetration and flexibility on all surfaces, especially dimensionally unstable wood panelling and trim - few oil-based primers can succeed here. It resists cracking and peeling and is compatible with all decorative top coats.<lt/>/p<gt/><lt/>p<gt/><lt/>br<gt/><lt/>/p<gt/><lt/>p<gt/>• Coverage of up to 9.8m² per litre<lt/>/p<gt/><lt/>p<gt/>• Touch-dry in just 35 minutes<lt/>/p<gt/><lt/>p<gt/>• Recoatable in just 2 hours<lt/>/p<gt/><lt/>p<gt/>• Full cure in 4-7 days<lt/>/p<gt/><lt/>p<gt/>• Easy to apply with brush, roller or spray<lt/>/p<gt/><lt/>p<gt/>• Suitable for interior or exterior use<lt/>/p<gt/><lt/>p<gt/>• Sticks to all surfaces without the need for sanding<lt/>/p<gt/><lt/>p<gt/>• Seals all kinds of stains such as water, smoke or nicotine<lt/>/p<gt/><lt/>p<gt/>• Blocks cedar and redwood bleed<lt/>/p<gt/><lt/>p<gt/>• Resists cracking and peeling<lt/>/p<gt/><lt/>p<gt/>• Compatible with all decorative top coats<lt/>/p<gt/><lt/>p<gt/>• Solvent-based formula<lt/>/p<gt/><lt/>p<gt/>• Supplied in a 1L tin - total coverage of up to 9.8m²<lt/>/p<gt/>",Brush;Roller;Spray;Decking Pad,White,White,1 l,24.5 m² (9.8 per litre),No,96 hr,Matt,Interior and Exterior,Solvent,2 hr,1,No,Wood;Metal;Plaster;Tile;UPVC;Vinyl;Masonry,All indoor and outdoor surfaces,30 min
16035,Dulux Trade,Dulux Trade Diamond Satinwood Paint,Pure Brilliant White 1L,,"• Tough, durable and non-yellowing
 • Suitable for high traffic areas
 • Stain and grease resistant
 • Water based
 • Suitable for interior use",,Brush;Roller,White,White,1 l,12 m² (12m²/L),Yes,6 hr,Satin,Interior Use,Water,6 hr,2,No,Wood;Metal,"Ferrous Metals, Metal, Non-Ferrous Metal, Wood, MDF",
16190,Hammerite,Hammerite Ultima Metal Paint,Smooth Dark Grey 750ml,,"• Advanced anti-corrosion protection for up to 12 years
 • Extreme protection against harsh weather conditions and against UV rays
 • Easy to apply on all metals
 • No Primer or Undercoat needed
 • Suitable for exterior use",,Brush;Roller,Grey,Grey,750 ml,5.5m2 (7.5m2/L),Yes,3 hr,Smooth,Exterior Use,Water,3 hr,2,No,Metal,"All metals, directly over rust, perfect for garage doors, downpipes and gutters, railings, poles, garden tools and furniture etc",1 hr
15801,Plastikote,Plastikote Quick Dry Clear Lacquer Spray Paint,Satin 400ml,,,"<lt/>p<gt/>Apply this PlastiKote Quick Dry Clear Lacquer spray to surfaces for increased protection and scratch resistance. The 400ml aerosol ensures quick and easy application on all kinds of treated or untreated wood, metal, aluminium, plastics, glass and stone.<lt/>/p<gt/><lt/>p<gt/>This clear satin lacquer spray is incredibly fast-drying, offering a UV, weather and corrosion-resistant finish. It's suitable as a finish for acrylic and nitro-cellulose lacquers.<lt/>/p<gt/><lt/>p<gt/><lt/>br<gt/><lt/>/p<gt/><lt/>p<gt/>• 400ml aerosol spray for easy application<lt/>/p<gt/><lt/>p<gt/>• Coverage of up to 1.75m² per can<lt/>/p<gt/><lt/>p<gt/>• Quick-drying - touch-dry in just 10 minutes<lt/>/p<gt/><lt/>p<gt/>• Provides surface protection and scratch resistance<lt/>/p<gt/><lt/>p<gt/>• Weather and corrosion-resistant too<lt/>/p<gt/><lt/>p<gt/>• UV-resistant - non-fading and non-yellowing<lt/>/p<gt/><lt/>p<gt/>• Suitable for wood, metal, aluminium, plastics, glass and stone<lt/>/p<gt/>",Spray,Clear,Clear,400 ml,1.75 m² (4.4m²/L),No,1 hr,Satin,Interior and Exterior,Solvent,1 hr,,Yes,Wood;Metal;Masonry,"Wood, metal, aluminium, glass, stone and
 various types of plastic",10 min
16943,Leyland Trade,Leyland Trade Fast Drying Water Based Gloss Paint,Brilliant White 750ml,,"Offers performance associated with solvent paint, with low odour properties and a non-yellowing finish.
 Suitable for interior and exterior wood and metal. Coverage approx 15m² per litre.
 
 
 
 • Formulated to deliver a tough gloss finish that's whiter for longer
 • Excellent flow and levelling properties
 • Suitable for wood and metal work
 • Fast drying with a recoat time of just 3-4 hours
 • Low odour water-based paint
 • Impressive coverage of 15 m²/Ltr
 • Easy application with a brush
 • Suitable for both interior and exterior surfaces","<lt/>p<gt/>If you're looking for a tough, high gloss finish that dries quickly, this Leyland Fast Drying Gloss paint is the choice for you. Suitable for use on wood or metal both indoors and outdoors, the paint's non-yellowing formula ensures your surfaces stay whiter for longer.<lt/>/p<gt/><lt/>p<gt/>Excellent flow and levelling properties make application with a brush easy, and it's recoatable within 3-4 hours - downtime is kept to a minimum, and you'll be able to add that second coat on the same day.<lt/>/p<gt/><lt/>p<gt/><lt/>br<gt/><lt/>/p<gt/><lt/>p<gt/>• Coverage of up to 15m² per litre<lt/>/p<gt/><lt/>p<gt/>• Recoatable in just 3-4 hours<lt/>/p<gt/><lt/>p<gt/>• Easy application with a brush<lt/>/p<gt/><lt/>p<gt/>• Perfect for wood and metal work<lt/>/p<gt/><lt/>p<gt/>• Suitable for interior or exterior use<lt/>/p<gt/><lt/>p<gt/>• Excellent flow and levelling properties<lt/>/p<gt/><lt/>p<gt/>• Low-odour, water-based paint in a brilliant white colour<lt/>/p<gt/><lt/>p<gt/>• Delivers a tough gloss finish that stays whiter for longer<lt/>/p<gt/><lt/>p<gt/>• Supplied in a 750ml tin - total coverage of up to 11.25m²<lt/>/p<gt/>",,White,White,750 ml,,,,Gloss,,,,,,Wood,,
17014,Ronseal,Ronseal Ultimate Protection Decking Paint 2.5L,Willow,,,"<lt/>p<gt/>Is your decking looking a bit worse for wear? Restore it to its former glory quickly and easily with Ronseal Ultimate Protection decking paint. This 2.5L tin will give you coverage of around 10m² with ridged boards, or 12m² when painting smooth-planed boards.<lt/>/p<gt/><lt/>p<gt/>The paint will transform the appearance of your decking, providing long-lasting colour as well as all-weather protection. It fills cracks and locks down splinters, and couldn't be easier to apply. You'll just need to apply two coats, leaving four hours between each one. After 48 hours, get your garden furniture back out - the decking will be looking as good as new, and ready for use!<lt/>/p<gt/><lt/>p<gt/>• All-weather protection for outdoor decking areas<lt/>/p<gt/><lt/>p<gt/>• Fills in small cracks and smooths rough surfaces on weathered decking wood<lt/>/p<gt/><lt/>p<gt/>• Restores your decking back to its former glory<lt/>/p<gt/><lt/>p<gt/>• Long-lasting colour keeps it looking its best for longer<lt/>/p<gt/><lt/>p<gt/>• Covers around 10m² on ridged boards, or 12m² on smooth-planed boards<lt/>/p<gt/><lt/>p<gt/>• Requires two coats - leave four hours between each coat<lt/>/p<gt/>",Brush;Decking Pad,Wood,Willow,2.5 l,25 m² (10 m²/L),Yes,24 hr,Matt,Exterior Use,Water,4 hr,2,Yes,Wood,Ridged and smooth planed wooden decking,90 min
16780,Ronseal,Ronseal Ultimate Protection Decking Paint 2.5L,Chestnut,,"Fills in small cracks and smooths rough surfaces on grey weathered decking wood, making it look as good as new. 2.5L covers approximately 10m² on ridged boards, and 12m² on smooth planed boards.
 
 
 
 Requires 2 coats, leave 4 hours between each coat.","<lt/>p<gt/>Is your decking looking a bit worse for wear? Restore it to its former glory quickly and easily with Ronseal Ultimate Protection decking paint. This 2.5L tin will give you coverage of around 10m² with ridged boards, or 12m² when painting smooth-planed boards.<lt/>/p<gt/><lt/>p<gt/>The paint will transform the appearance of your decking, providing long-lasting colour as well as all-weather protection. It fills cracks and locks down splinters, and couldn't be easier to apply. You'll just need to apply two coats, leaving four hours between each one. After 48 hours, get your garden furniture back out - the decking will be looking as good as new, and ready for use!<lt/>/p<gt/><lt/>p<gt/>• All-weather protection for outdoor decking areas<lt/>/p<gt/><lt/>p<gt/>• Fills in small cracks and smooths rough surfaces on weathered decking wood<lt/>/p<gt/><lt/>p<gt/>• Restores your decking back to its former glory<lt/>/p<gt/><lt/>p<gt/>• Long-lasting colour keeps it looking its best for longer<lt/>/p<gt/><lt/>p<gt/>• Covers around 10m² on ridged boards, or 12m² on smooth-planed boards<lt/>/p<gt/><lt/>p<gt/>• Requires two coats - leave four hours between each coat<lt/>/p<gt/>",Brush;Decking Pad,Brown,Chestnut,2.5 l,25 m² (10 m²/L),Yes,24 hr,Matt,Exterior Use,Water,4 hr,2,Yes,Wood,Ridged and smooth planed wooden decking,90 min
16402,Briwax,Briwax Wax Repair Sticks,Light,,,,,Wood,Light,160 ml,,No,,Satin,Interior Use,,0,1,No,Wood,"Repairing scratches, small holes, dents and chips on wooden furniture and joinery including tables, chairs, sideboards, wardrobes, dressers and worktops",
17122,Ronseal,Ronseal 10 Year Exterior Satin Woodstain 750ml,Dark Oak,,"Protection for all exterior window frames, doors and joinery. Doesn't need a basecoat or primer and will not flake or peel. Rainproof in 1hr, recoatable after 4hrs. Approx coverage up to 18m² per L.",,Brush,Wood,Dark Oak,750 ml,18m2/L,Yes,12 hr,Satin,Exterior Use,Water,4 hr,3,Yes,Wood,"All exterior softwood and hardwood including window frames, doors and joinery - not suitble for decking",1 hr
17054,Crown Trade,Crown Trade Undercoat Paint 5L,White,,A high quality undercoat for use over correctly prepared and primed joinery and metal. For interior and exterior use. Excellent opacity and good wet edge retention. Coverage up to 18m² per litre.,"<lt/>p<gt/>A high-quality undercoat, providing the perfect base for a professional decorating job. Suitable for use over correctly-prepared and primed joinery and metal, Crown Trade Full Undercoat is sure to bring out the best in your next project.<lt/>/p<gt/><lt/>p<gt/>Offering excellent opacity, adhesion and wet edge retention, it's the ideal base coat for a high gloss finish - this is the undercoat to choose if you're using Crown Trade Full Gloss.<lt/>/p<gt/><lt/>p<gt/><lt/>br<gt/><lt/>/p<gt/><lt/>p<gt/>• Coverage of up to 18m² per litre<lt/>/p<gt/><lt/>p<gt/>• Touch-dry in 4-6 hours<lt/>/p<gt/><lt/>p<gt/>• Recoatable in 16 hours<lt/>/p<gt/><lt/>p<gt/>• Easy to apply by brush or roller<lt/>/p<gt/><lt/>p<gt/>• Suitable for interior and exterior use<lt/>/p<gt/><lt/>p<gt/>• For use on joinery and metal surfaces<lt/>/p<gt/><lt/>p<gt/>• Excellent adhesion and opacity<lt/>/p<gt/><lt/>p<gt/>• Maximum gloss hold-out when overcoated<lt/>/p<gt/><lt/>p<gt/>• Good wet edge retention<lt/>/p<gt/><lt/>p<gt/>• Impressive obliteration<lt/>/p<gt/><lt/>p<gt/>• Solvent-based formula<lt/>/p<gt/><lt/>p<gt/>• The ideal base coat for Crown Trade Full Gloss<lt/>/p<gt/><lt/>p<gt/>• 5L tin - total coverage of up to 90m²<lt/>/p<gt/>",,White,White,5 l,,,,,,,,,,,,
17176,Crown Contract,Crown Contract All Purpose Primer Paint,White 1L,,"A protective base, with good adhesion. Suitable for multiple surfaces, such as dry plaster, metal and wood. Coverage up to 12-15m² per litre.","<lt/>p<gt/>Ready to decorate? Make sure you've prepared a reliable, protective base with good adhesion - Crown Contract All Purpose Primer does exactly that, giving you a professional foundation on a wide variety of surfaces.<lt/>/p<gt/><lt/>p<gt/>Use it on new plaster, wood or metal - it's perfect for interior walls or ceilings, and will be recoatable within 16 hours in normal conditions.<lt/>/p<gt/><lt/>p<gt/><lt/>br<gt/><lt/>/p<gt/><lt/>p<gt/>• Coverage of 12-15m² per litre<lt/>/p<gt/><lt/>p<gt/>• Touch-dry in 6-8 hours<lt/>/p<gt/><lt/>p<gt/>• Recoatable in 16 hours<lt/>/p<gt/><lt/>p<gt/>• Suitable for interior use only<lt/>/p<gt/><lt/>p<gt/>• Easy to apply by brush<lt/>/p<gt/><lt/>p<gt/>• Perfect for priming multiple surfaces<lt/>/p<gt/><lt/>p<gt/>• Can be used on wood, metal or dry plaster<lt/>/p<gt/><lt/>p<gt/>• Provides a protective base for decoration<lt/>/p<gt/><lt/>p<gt/>• Solvent-based formula<lt/>/p<gt/><lt/>p<gt/>• 1L tin - total coverage of up to 15m²<lt/>/p<gt/>",,White,White,1 l,,,,,,,,,,,,
17725,Plastikote,Plastikote Radiator Paint Spray Paint 400ml,Satin White,,"Fast drying, specially formulated to make painting radiators quick and easy. The finish obtained is scratch and wear resistant, durable and professional. Quick and easy to use with a non yellowing formula that resists heat up to 110ºC. No brush marks left on your radiator. Ideal for use on heating pipes as well as radiators.","<lt/>p<gt/>Painting radiators has never been easier! With this PlastiKote Radiator Spray Paint, application is quick and simple - with no unsightly brush marks left on the surface.<lt/>/p<gt/><lt/>p<gt/>The paint's non-yellowing formula is able to resist heat up to 110°C, leaving a durable and professional finish that's both scratch and wear-resistant. It's incredibly fast-drying, and ideal for use on heating pipes as well as radiators.<lt/>/p<gt/><lt/>p<gt/><lt/>br<gt/><lt/>/p<gt/><lt/>p<gt/>• A quick and simple way to paint radiators<lt/>/p<gt/><lt/>p<gt/>• 400ml aerosol spray for easy application<lt/>/p<gt/><lt/>p<gt/>• Coverage of up to 1.75m² per can<lt/>/p<gt/><lt/>p<gt/>• Quick-drying - touch-dry in just 10 minutes<lt/>/p<gt/><lt/>p<gt/>• Non-yellowing - functional satin white finish<lt/>/p<gt/><lt/>p<gt/>• Durable finish is scratch and wear-resistant<lt/>/p<gt/><lt/>p<gt/>• Resists heat up to 110°C<lt/>/p<gt/><lt/>p<gt/>• No brush marks left on your radiator<lt/>/p<gt/><lt/>p<gt/>• Ideal for use on heating pipes as well as radiators<lt/>/p<gt/>",Spray,White,White,400 ml,1.75 m² (4.4m²/L),No,24 hr,Satin,Interior Use,Solvent,24 hr,,No,Metal,Radiators,3 hr
